"fname","lname","week","yr","actual","rating","home","pts_1y","xpa_1y","xpm_1y","fga_1y","fgm_1y","gt50_1y","pts_2y","xpa_2y","xpm_2y","fga_2y","fgm_2y","gt50_2y","xpa_1wk","xpm_1wk","fga_1wk","fgm_1wk","gt50_1wk","xpa_2wk","xpm_2wk","fga_2wk","fgm_2wk","gt50_2wk"
" Nick"," Novak","5","2016","7","1","0","87","31","29","21","18","2","112","40","40","26","22","3","3","3","3","2","1","3","3","3","2","1"
" Mike"," Nugent","5","2016","2","17","0","121","49","48","28","23","2","117","39","39","33","26","0","1","1","5","5","0","1","1","5","5","0"
" Cody"," Parkey","5","2016","1","5","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","158","54","54","36","32","4","2","2","2","2","1","2","2","2","2","1"
" Matt"," Prater","5","2016","6","6","1","112","39","36","24","22","5","90","21","21","26","21","3","0","0","2","2","1","0","0","2","2","1"
" Ryan"," Succop","5","2016","6","15","0","73","31","29","16","14","1","88","27","27","22","19","2","2","2","2","2","0","2","2","2","2","0"
" Justin"," Tucker","5","2016","4","7","1","136","29","29","40","33","4","137","42","42","34","29","4","1","1","2","2","0","1","1","2","2","0"
" Adam"," Vinatieri","5","2016","21","12","1","115","35","32","27","25","4","146","50","50","31","30","3","3","3","2","2","1","3","3","2","2","1"
" Blair"," Walsh","5","2016","7","10","1","147","37","33","39","34","6","117","29","29","35","26","5","3","3","2","1","0","3","3","2","1","0"
" Greg"," Zuerlein","5","2016","15","2","1","92","28","26","30","20","3","116","35","34","30","24","5","2","2","1","1","0","2","2","1","1","0"
" Dan"," Bailey","6","2016","12","16","0","125","25","25","32","30","5","141","56","56","29","25","5","4","4","0","0","0","4","4","0","0","0"
" Connor"," Barth","6","2016","10","24","1","100","26","25","28","23","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","4","3","0","2","2","4","3","0"
" Chris"," Boswell","6","2016","1","15","0","117","27","26","32","29","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","1","1","0","4","4","1","1","0"
" Matt"," Bryant","6","2016","6","9","0","68","26","26","18","14","0","141","40","40","32","29","7","2","2","3","3","0","2","2","3","3","0"
" Dan"," Carpenter","6","2016","9","19","1","109","40","34","27","23","3","145","32","31","38","34","6","4","3","1","1","0","4","3","1","1","0"
" Chandler"," Catanzaro","6","2016","4","22","1","137","58","53","31","28","0","118","27","27","33","29","2","4","4","1","1","0","4","4","1","1","0"
" Mason"," Crosby","6","2016","10","13","1","116","36","36","28","24","4","142","55","53","33","27","4","2","2","3","3","0","2","2","3","3","0"
" Phil"," Dawson","6","2016","10","2","0","98","21","20","27","24","3","120","33","33","31","25","6","3","3","0","0","0","3","3","0","0","0"
" Nick"," Folk","6","2016","3","3","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","125","23","23","39","32","3","1","1","2","2","0","1","1","2","2","0"
" Andrew"," Franks","6","2016","12","18","1","74","36","33","16","13","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","1","1","0","2","2","1","1","0"
" Graham"," Gano","6","2016","6","27","0","150","59","56","36","30","2","123","34","34","35","29","1","2","2","1","0","0","2","2","1","0","0"
" Stephen"," Gostkowski","6","2016","9","20","1","159","52","52","36","33","4","158","51","51","37","35","1","4","4","2","1","0","4","4","2","1","0"
" Dustin"," Hopkins","6","2016","11","5","1","118","40","39","28","25","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","1","2","1","0","2","1","2","1","0"
" Sebastian"," Janikowski","6","2016","4","9","1","109","39","38","26","21","4","91","28","28","22","19","3","2","2","5","4","1","2","2","5","4","1"
" Josh"," Lambo","6","2016","13","4","1","114","32","28","32","26","4","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","1","1","0","4","4","1","1","0"
" Brandon"," McManus","6","2016","7","7","0","135","36","35","35","30","5","68","41","41","13","9","0","1","1","3","3","0","1","1","3","3","0"
" Nick"," Novak","6","2016","8","26","1","87","31","29","21","18","2","112","40","40","26","22","3","1","1","3","2","0","1","1","3","2","0"
" Mike"," Nugent","6","2016","5","6","0","121","49","48","28","23","2","117","39","39","33","26","0","2","2","1","0","0","2","2","1","0","0"
" Cody"," Parkey","6","2016","8","17","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","158","54","54","36","32","4","1","1","0","0","0","1","1","0","0","0"
" Matt"," Prater","6","2016","7","10","1","112","39","36","24","22","5","90","21","21","26","21","3","3","3","1","1","0","3","3","1","1","0"
" Caleb"," Sturgis","6","2016","8","8","0","93","37","35","22","18","2","134","41","41","37","29","3","2","2","3","3","1","2","2","3","3","1"
" Ryan"," Succop","6","2016","4","14","1","73","31","29","16","14","1","88","27","27","22","19","2","4","3","1","1","0","4","3","1","1","0"
" Justin"," Tucker","6","2016","11","25","0","136","29","29","40","33","4","137","42","42","34","29","4","1","1","1","1","0","1","1","1","1","0"
" Adam"," Vinatieri","6","2016","11","11","0","115","35","32","27","25","4","146","50","50","31","30","3","2","2","5","5","2","2","2","5","5","2"
" Greg"," Zuerlein","6","2016","4","22","0","92","28","26","30","20","3","116","35","34","30","24","5","1","1","4","4","1","1","1","4","4","1"
" Connor"," Barth","7","2016","4","12","0","100","26","25","28","23","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","3","3","0","1","1","3","3","0"
" Chris"," Boswell","7","2016","10","7","1","117","27","26","32","29","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","0","0","0","1","1","0","0","0"
" Matt"," Bryant","7","2016","12","9","1","68","26","26","18","14","0","141","40","40","32","29","7","3","3","1","1","0","3","3","1","1","0"
" Dan"," Carpenter","7","2016","5","15","0","109","40","34","27","23","3","145","32","31","38","34","6","6","6","1","1","0","6","6","1","1","0"
" Chandler"," Catanzaro","7","2016","6","7","1","137","58","53","31","28","0","118","27","27","33","29","2","4","4","0","0","0","4","4","0","0","0"
" Mason"," Crosby","7","2016","8","11","1","116","36","36","28","24","4","142","55","53","33","27","4","1","1","3","3","0","1","1","3","3","0"
" Phil"," Dawson","7","2016","5","16","1","98","21","20","27","24","3","120","33","33","31","25","6","1","1","3","3","0","1","1","3","3","0"
" Nick"," Folk","7","2016","6","6","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","125","23","23","39","32","3","0","0","1","1","0","0","0","1","1","0"
" Andrew"," Franks","7","2016","8","4","1","74","36","33","16","13","1","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","5","3","0","3","3","5","3","0"
" Stephen"," Gostkowski","7","2016","3","17","0","159","52","52","36","33","4","158","51","51","37","35","1","4","3","2","2","0","4","3","2","2","0"
" Stephen"," Hauschka","7","2016","6","2","0","139","44","40","31","29","6","138","41","41","37","31","2","3","2","3","2","0","3","2","3","2","0"
" Dustin"," Hopkins","7","2016","5","18","0","118","40","39","28","25","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","2","2","1","3","3","2","2","1"
" Sebastian"," Janikowski","7","2016","17","22","0","109","39","38","26","21","4","91","28","28","22","19","3","1","1","2","1","0","1","1","2","1","0"
" Josh"," Lambo","7","2016","15","13","0","114","32","28","32","26","4","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","4","4","0","1","1","4","4","0"
" Wil"," Lutz","7","2016","3","8","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","5","5","3","2","1","5","5","3","2","1"
" Brandon"," McManus","7","2016","9","12","1","135","36","35","35","30","5","68","41","41","13","9","0","1","1","3","2","0","1","1","3","2","0"
" Jason"," Myers","7","2016","10","17","1","116","39","32","30","26","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","1","1","0","2","2","1","1","0"
" Nick"," Novak","7","2016","9","5","0","87","31","29","21","18","2","112","40","40","26","22","3","3","2","2","2","0","3","2","2","2","0"
" Mike"," Nugent","7","2016","7","14","1","121","49","48","28","23","2","117","39","39","33","26","0","2","2","1","1","0","2","2","1","1","0"
" Cody"," Parkey","7","2016","5","17","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","158","54","54","36","32","4","2","2","2","2","0","2","2","2","2","0"
" Matt"," Prater","7","2016","8","10","1","112","39","36","24","22","5","90","21","21","26","21","3","4","4","1","1","0","4","4","1","1","0"
" Cairo"," Santos","7","2016","9","23","1","137","41","39","37","30","4","115","38","38","30","25","1","3","2","3","2","0","3","2","3","2","0"
" Caleb"," Sturgis","7","2016","7","1","1","93","37","35","22","18","2","134","41","41","37","29","3","2","2","2","2","0","2","2","2","2","0"
" Ryan"," Succop","7","2016","8","21","1","73","31","29","16","14","1","88","27","27","22","19","2","4","4","1","0","0","4","4","1","0","0"
" Justin"," Tucker","7","2016","12","19","0","136","29","29","40","33","4","137","42","42","34","29","4","2","2","3","3","0","2","2","3","3","0"
" Adam"," Vinatieri","7","2016","10","17","0","115","35","32","27","25","4","146","50","50","31","30","3","2","2","3","3","0","2","2","3","3","0"
" Greg"," Zuerlein","7","2016","4","14","1","92","28","26","30","20","3","116","35","34","30","24","5","4","4","0","0","0","4","4","0","0","0"
" Roberto"," Aguayo","8","2016","4","22","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","4","4","3","2","0","4","4","3","2","0"
" Connor"," Barth","8","2016","8","1","1","100","26","25","28","23","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","1","1","0","1","1","1","1","0"
" Matt"," Bryant","8","2016","9","16","1","68","26","26","18","14","0","141","40","40","32","29","7","3","3","4","3","0","3","3","4","3","0"
" Dan"," Carpenter","8","2016","5","9","1","109","40","34","27","23","3","145","32","31","38","34","6","2","2","1","1","0","2","2","1","1","0"
" Chandler"," Catanzaro","8","2016","2","15","0","137","58","53","31","28","0","118","27","27","33","29","2","0","0","4","2","0","0","0","4","2","0"
" Mason"," Crosby","8","2016","6","17","0","116","36","36","28","24","4","142","55","53","33","27","4","3","2","3","2","0","3","2","3","2","0"
" Nick"," Folk","8","2016","7","19","0","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","125","23","23","39","32","3","3","3","2","1","0","3","3","2","1","0"
" Stephen"," Gostkowski","8","2016","13","5","0","159","52","52","36","33","4","158","51","51","37","35","1","4","3","0","0","0","4","3","0","0","0"
" Stephen"," Hauschka","8","2016","8","27","0","139","44","40","31","29","6","138","41","41","37","31","2","0","0","3","2","0","0","0","3","2","0"
" Dustin"," Hopkins","8","2016","9","19","0","118","40","39","28","25","2","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","2","2","1","0","2","2","2","1","0"
" Sebastian"," Janikowski","8","2016","6","18","0","109","39","38","26","21","4","91","28","28","22","19","3","3","3","4","4","1","3","3","4","4","1"
" Josh"," Lambo","8","2016","1","2","0","114","32","28","32","26","4","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","4","4","0","3","3","4","4","0"
" Wil"," Lutz","8","2016","15","6","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","3","3","0","0","0","3","3","0","0","0"
" Brandon"," McManus","8","2016","9","7","1","135","36","35","35","30","5","68","41","41","13","9","0","3","3","2","2","0","3","3","2","2","0"
" Jason"," Myers","8","2016","2","18","0","116","39","32","30","26","3","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","1","1","3","3","0","1","1","3","3","0"
" Nick"," Novak","8","2016","8","22","1","87","31","29","21","18","2","112","40","40","26","22","3","0","0","3","3","0","0","0","3","3","0"
" Mike"," Nugent","8","2016","3","12","1","121","49","48","28","23","2","117","39","39","33","26","0","4","4","3","1","0","4","4","3","1","0"
" Cody"," Parkey","8","2016","8","24","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","158","54","54","36","32","4","2","2","1","1","0","2","2","1","1","0"
" Matt"," Prater","8","2016","7","14","0","112","39","36","24","22","5","90","21","21","26","21","3","2","2","3","2","0","2","2","3","2","0"
" Cairo"," Santos","8","2016","12","25","0","137","41","39","37","30","4","115","38","38","30","25","1","3","3","2","2","0","3","3","2","2","0"
" Caleb"," Sturgis","8","2016","13","16","0","93","37","35","22","18","2","134","41","41","37","29","3","1","1","2","2","0","1","1","2","2","0"
" Ryan"," Succop","8","2016","12","26","1","73","31","29","16","14","1","88","27","27","22","19","2","2","2","2","2","0","2","2","2","2","0"
" Adam"," Vinatieri","8","2016","2","8","1","115","35","32","27","25","4","146","50","50","31","30","3","4","4","2","2","0","4","4","2","2","0"
" Blair"," Walsh","8","2016","4","11","0","147","37","33","39","34","6","117","29","29","35","26","5","1","1","1","1","0","1","1","1","1","0"
" Roberto"," Aguayo","9","2016","2","16","1","119.3152594887684","37.33307513555383","36.23470178156468","29.89000774593339","25.66924864446166","3.036405886909372","122.8476527900797","37.74933569530558","37.22054915854739","30.71124889282551","26.348095659876","3.29140832595217","2","1","1","1","0","2","1","1","1","0"
