"fname","lname","week","yr","actual","rating","home","pts_1y","ruyds_1y","rutd_1y","rerec_1y","reyds_1y","retd_1y","pts_2y","ruatt_2y","ruyds_2y","rutd_2y","rerec_2y","reyds_2y","retd_2y","ruyds_1wk","rutd_1wk","rerec_1wk","reyds_1wk","retd_1wk","ruyds_2wk","rutd_2wk","rerec_2wk","reyds_2wk","retd_2wk"
" Markus"," Wheaton","16","2015","4","24","0","71","19","0","53","644","2","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","6","62","1","0","0","4","65","0"
" Marqise"," Lee","16","2015","8","26","0","43","9","0","37","422","1","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","46","0","0","0","1","21","0"
" Marvin"," Jones","16","2015","3","2","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","128","8","65","0","51","712","10","0","0","4","89","0","0","0","6","61","0"
" Michael"," Crabtree","16","2015","9","28","1","87","4","0","68","698","4","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","6","70","0","0","0","4","19","0"
" Michael"," Floyd","16","2015","11","11","1","112","2","0","47","841","6","128","0","0","0","65","1041","5","0","0","5","70","0","0","0","5","102","1"
" Mike"," Evans","16","2015","6","27","1","168","0","0","68","1051","12","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","9","157","0","0","0","3","39","0"
" Mohamed"," Sanu","16","2015","9","2","0","115","51","0","56","790","5","51","4","16","0","47","455","2","2","0","2","8","0","0","0","2","24","0"
" Nate"," Washington","16","2015","10","22","0","71","0","0","40","647","2","104","0","0","0","58","919","3","0","0","3","18","0","0","0","1","49","0"
" Philly"," Brown","16","2015","3","19","0","44","95","0","21","296","2","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","51","1","9","0","3","59","0"
" Pierre"," Garcon","16","2015","14","12","0","85","0","0","68","752","3","155","2","19","0","113","1346","5","0","0","3","34","1","0","0","5","52","0"
" Quincy"," Enunwa","16","2015","6","10","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","49","0","0","0","1","10","0"
" Quinton"," Patton","16","2015","2","23","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","37","0","0","0","5","46","0"
" Roddy"," White","16","2015","6","4","1","128","0","0","80","921","7","83","0","0","0","63","711","3","0","0","3","47","0","0","0","4","35","0"
" Rueben"," Randle","16","2015","14","9","0","103","0","0","71","938","3","92","0","0","0","41","611","6","0","0","4","47","1","0","0","5","58","1"
" Sammy"," Watkins","16","2015","8","25","1","125","8","0","65","982","6","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","111","2","1","0","5","81","1"
" Tavon"," Austin","16","2015","2","5","0","48","224","2","31","242","0","76","9","151","1","40","418","4","32","1","3","41","1","40","0","3","19","0"
" Terrance"," Williams","16","2015","6","18","0","103","0","0","37","621","8","98","3","4","0","44","736","5","0","0","2","13","0","0","0","3","38","0"
" TJ"," Jones","16","2015","8","25","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","22","0","0","0","4","33","0"
" Torrey"," Smith","16","2015","8","23","0","137","0","0","49","767","11","132","0","0","0","65","1128","4","0","0","2","33","0","0","0","1","17","0"
" Travis"," Benjamin","16","2015","2","3","0","45","11","0","18","314","3","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","9","0","3","26","0","0","0","4","41","0"
" TY"," Hilton","16","2015","6","21","0","173","20","0","82","1345","7","132","2","6","0","82","1083","5","0","0","3","29","0","0","0","4","132","0"
" Tyler"," Lockett","16","2015","3","6","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","55","1","0","0","6","104","2"
" Willie"," Snead","16","2015","7","20","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","10","76","0","0","0","7","122","0"
" Adam"," Thielen","17","2015","7","11","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","5","0","8","0","0","0","0"
" AJ"," Green","17","2015","9","22","1","134","2","0","69","1041","6","203","0","0","0","98","1426","11","0","0","5","57","1","0","0","1","37","0"
" Albert"," Wilson","17","2015","2","14","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","5","0","3","34","0","8","0","4","27","0"
" Allen"," Robinson","17","2015","10","4","0","65","0","0","48","548","2","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","6","151","1","0","0","3","57","1"
" Amari"," Cooper","17","2015","2","2","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","10","0","0","0","6","120","2"
" Andre"," Johnson","17","2015","10","21","1","101","0","0","85","936","3","161","0","0","0","109","1407","5","0","0","3","39","0","0","0","3","32","0"
" Anquan"," Boldin","17","2015","13","9","1","130","4","0","83","1062","5","153","2","11","0","85","1179","7","0","0","5","27","0","0","0","8","74","1"
" Antonio"," Brown","17","2015","23","20","0","249","13","0","129","1698","13","191","7","4","0","110","1499","8","0","0","7","61","0","0","0","16","189","2"
" Brandin"," Cooks","17","2015","2","17","0","80","73","1","53","550","3","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","10","0","5","123","1","0","0","10","124","1"
" Brandon"," Marshall","17","2015","18","16","0","114","0","0","61","721","8","198","0","0","0","100","1295","12","0","0","8","115","2","0","0","4","74","0"
" Calvin"," Johnson","17","2015","19","27","0","149","0","0","71","1077","8","213","0","0","0","84","1492","12","0","0","6","77","1","0","0","1","19","0"
" Cole"," Beasley","17","2015","17","12","1","59","0","0","37","420","4","40","0","0","0","39","368","2","0","0","2","29","0","0","0","3","37","0"
" Davante"," Adams","17","2015","5","8","1","58","0","0","38","446","3","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","42","0","0","0","5","32","0"
" DeAndre"," Hopkins","17","2015","8","18","1","147","0","0","76","1210","6","82","0","0","0","52","802","2","0","0","7","117","1","0","0","8","94","0"
" Demaryius"," Thomas","17","2015","17","25","1","223","0","0","111","1619","11","220","0","0","0","92","1430","14","0","0","7","59","0","0","0","5","61","2"
" DeVante"," Parker","17","2015","16","11","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","93","0","0","0","4","87","0"
" Donteea"," Dye","17","2015","3","5","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","1","15","0","0","0","1","44","0"
" Dontrelle"," Inman","17","2015","2","1","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","8","82","1","0","0","3","78","0"
" Doug"," Baldwin","17","2015","4","3","0","94","8","0","66","825","3","101","2","6","0","50","778","5","0","0","8","118","1","0","0","4","45","2"
" Emmanuel"," Sanders","17","2015","8","25","1","192","44","0","101","1404","9","105","1","25","0","67","740","6","0","0","4","67","1","24","0","10","181","1"
" Eric"," Decker","17","2015","11","16","0","120","0","0","74","962","5","188","0","0","0","87","1288","11","0","0","3","47","1","0","0","6","55","1"
" Golden"," Tate","17","2015","3","27","0","151","30","0","99","1331","4","113","3","31","0","64","898","5","0","0","4","59","0","0","0","6","45","2"
" James"," Jones","17","2015","10","8","1","95","0","0","73","666","6","92","0","0","0","59","817","3","0","0","5","46","0","0","0","6","82","1"
" Jamison"," Crowder","17","2015","16","26","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","13","0","0","0","3","21","0"
" Jarius"," Wright","17","2015","2","11","0","71","71","0","42","588","2","57","0","0","0","26","434","3","0","0","3","57","0","0","0","3","32","0"
" Jarvis"," Landry","17","2015","7","11","1","94","-4","0","84","758","5","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","7","111","0","0","0","8","54","0"
" Javontee"," Herndon","17","2015","2","1","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","16","0","0","0","5","35","0"
" Jeremy"," Butler","17","2015","5","10","0","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","38","0","0","0","3","60","0"
" Jeremy"," Maclin","17","2015","12","14","1","182","0","0","85","1318","10","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","5","49","1","0","0","7","50","1"
" Jermaine"," Kearse","17","2015","9","3","0","54","15","0","38","537","1","51","0","0","0","22","346","4","0","0","3","38","1","0","0","7","110","0"
" Jerricho"," Cotchery","17","2015","11","14","1","59","0","0","48","580","1","113","1","-5","0","46","602","10","16","0","4","24","0","0","0","4","47","0"
" John"," Brown","17","2015","4","6","1","94","-6","0","48","696","5","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","3","25","1","0","0","3","38","1"
" Jordan"," Norwood","17","2015","4","25","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","4","37","0","0","0","2","29","0"
" Jordan"," Matthews","17","2015","17","13","0","127","0","0","67","872","8","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","6","104","1","0","0","8","159","1"
" Josh"," Bellamy","17","2015","10","19","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","10","0","0","0","1","7","0"
" Julio"," Jones","17","2015","14","24","1","184","1","0","104","1593","6","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","9","178","1","0","0","9","118","1"
" Justin"," Hardy","17","2015","3","24","1","108.5186649099693","16.36890645586298","0.08344312692138779","61.43126921387791","819.3188405797101","5.197628458498023","111.4854682454252","2.629709364908504","16.38213132400431","0.06135629709364909","62.08503767491927","837.3067814854683","5.44940796555436","0","0","2","15","0","0","0","3","36","0"
