fname,lname,week,yr,actual,predicted
LeVeon,Bell,1,2018,0,9.545413
Todd,Gurley,1,2018,0,25.676147
David,Johnson,1,2018,0,15.551442000000002
Ezekiel,Elliot,1,2018,0,15.918304000000001
Alvin,Kamara,1,2018,0,18.287123
Leonard,Fournette,1,2018,0,14.708534
Melvin,Gordon,1,2018,0,13.661632999999998
Kareem,Hunt,1,2018,0,10.750551
LeSean ,McCoy,1,2018,0,7.915017999999999
Devonta,Freeman,1,2018,0,12.424287
